,Package_name,nationality,GENDER,rev_voice_total,rev_sms_total,rev_on_net,rev_off_net,Rev_international_call,rev_fix,rev_sms_int,rev_total,SMS_INCOMING_COUNT,Data_kb,Rch_count_Voucher,Rch_Voucher_Rev,Act_days_lcl_moc,Act_days_intl_moc,Act_days_All_moc,Act_days_MTC,Act_Days_RGE,ACT_DAYS_VCE_MOC_ONNET,ACT_DAYS_VCE_MOC_OFFNET,SN_STC_MOC,SN_ZAIN_MOC,SN_VIRGIN_MOC,SN_LEBARA_MOC,SN_STC_MTC,SN_ZAIN_MTC,SN_VIRGIN_MTC,SN_LEBARA_MTC,SN_TOTAL_MOC,SN_TOTAL_MTC,in_Discunnect_Numbers,churned,days_since_last_recharge,hours_since_last_recharge,Brith_of_date_monthday,Brith_of_date_weekday,Brith_of_date_month,Brith_of_date_year,last_date_of_Revenue_monthday,last_date_of_Revenue_weekday,last_date_of_Revenue_month,Last_call_date_monthday,Last_call_date_weekday,Last_call_date_month,last_Recharge_date_monthday,last_Recharge_date_weekday,last_Recharge_date_month,last_Recharge_date_year,activation_date_monthday,activation_date_weekday,activation_date_month,activation_date_year
hours_since_last_recharge,-0.028520462409216157,-0.005331616393709985,0.00935306148627486,-0.12164849768154318,-0.0279581533805474,-0.16702861060502966,-0.17045453784571324,-0.027958153380511122,-0.03923048545801705,-0.027958153380510883,-0.12095833499226023,-0.374509963902769,-0.09002411308339392,-0.018228962474894105,-0.01822896247489757,0.18141260053085534,-0.030250133124109478,0.18141260053085664,0.06592788561817267,0.07574761539644294,0.2570457343081807,0.1987128742657497,0.11997979546408516,-0.18791000478319603,0.45540287008758096,0.6116116853134691,0.06751139570236661,-0.18791000478319683,0.4554028700875856,0.6116116853134714,0.28161423901550897,0.3107702994432131,-0.023264095748741696,-0.019610303007128054,0.9999999999999999,1.0,-0.29933410804140936,-0.049175731366689686,0.10210281686644944,0.15743516006427938,-0.46693311297613943,-0.02697395961905669,-0.02507932606275671,-0.5136331885093168,0.05847662618615838,0.00900718771414735,0.4098041419073939,0.07669511045264547,0.5155914151857443,0.48875023475291374,0.07840318741646023,-0.05603365110673916,-0.1343471422459245,0.29531276321590444
Brith_of_date_monthday,0.04447379433869056,0.010738876117432503,-0.01893983352563994,-0.03981161033560699,-0.13047150150268408,0.1243711504438957,0.1265559603409643,-0.1304715015027377,-0.2629505742038555,-0.13047150150273848,-0.040750605336810346,0.2992898265113366,0.6972684981086688,-0.08506856917792531,-0.08506856917791884,0.4291734382719247,-0.14725111403590183,0.429173438271922,-0.10747879230321473,-0.11876006161848815,0.4101855695557238,0.21734010211966787,0.3345197398473761,-0.04235795091292254,-0.4071576707185836,-0.4765554149934595,0.3034010363586683,-0.04235795091292121,-0.4071576707185832,-0.476555414993472,0.22976811758505622,0.2154100605976745,0.034533842931077266,0.08869847121586807,-0.2993341080414094,-0.29933410804140936,1.0,-0.16933680456965955,-0.19273205786145425,0.41786833872855716,0.48054353796005667,0.006451855753966997,0.02916571878893303,0.605333710294743,0.09186995859938539,0.11633342559729909,-0.3135253687715453,-0.08764322188794463,-0.4740213273219463,-0.4579361502785144,0.047524526511558994,-0.12484135924992874,0.5893113669249477,-0.10905263661321173
Brith_of_date_weekday,-0.05684586075928553,-0.01375482632202219,0.025966737092732377,-0.2630393876508305,0.12553636223506517,-0.6508763663477145,-0.6407759075151309,0.12553636223514408,-0.04319850779576438,0.12553636223514308,-0.25976128379286406,-0.3654786226499606,-0.07604314864998987,0.18377438612541994,0.18377438612541122,-0.7039582829664316,0.11076745045128605,-0.7039582829664356,0.1768220164505501,0.1899458452701264,-0.5230643907551051,-0.7589754563278311,-0.7812637096220123,-0.6671966681495286,0.08943342134357544,-0.009754916610131188,-0.7771967121616133,-0.6671966681495396,0.08943342134357395,-0.009754916610130991,-0.7865353623976329,-0.7964442726434928,-0.07639522742607333,0.04571183090644422,-0.04917573136668968,-0.049175731366689686,-0.16933680456965955,1.0,0.6848808119720162,-0.07706409497622557,-0.2816147024053082,0.40099102719725555,-0.6070827469162636,-0.43984163689413436,-0.16046942290771363,-0.6795443130463865,0.09807779456169342,-0.5655794121063396,0.23352784552095898,0.3076208666463694,0.53292274189243,-0.5907809051606384,-0.17893203395551432,-0.4734255728556361
Brith_of_date_month,-0.03725157699362183,-0.006414025008789092,0.006494177330157851,-0.3245561907477685,-0.035658966217387615,-0.5133846691153546,-0.5112300292704879,-0.03565896621734061,0.08969239923420214,-0.03565896621733993,-0.3223410359408532,-0.4703147178113112,-0.09021299197122161,-0.02324996033259312,-0.023249960332596166,-0.48950910397309827,-0.06518845641027222,-0.4895091039730928,0.10278099300070251,0.11367205185260477,-0.351392140711876,-0.5411417332434424,-0.5842005681471357,-0.4614282755339838,0.09756405534635401,0.14443852662675166,-0.5857788637557239,-0.4614282755339751,0.09756405534635403,0.14443852662675227,-0.524513502181607,-0.5016124809119297,-0.052614259899611646,0.04987131658282243,0.10210281686644947,0.10210281686644944,-0.19273205786145425,0.6848808119720162,1.0,0.15127035207301318,-0.30409126671422715,0.3565087923326891,-0.6371658270378429,-0.512515795732936,0.04943364673271497,-0.7167540861456637,0.022989808674662857,-0.49913871289319167,0.36719027168787804,0.42317520721683055,0.40148591553714724,-0.6389045018013293,-0.4147307286790258,-0.5246372487940796
Brith_of_date_year,0.024664014227332613,0.008051510263864557,-0.019006304995125702,-0.04916668965015089,-0.0402201680152847,-0.03005776594701788,-0.025694028912521986,-0.04022016801532006,0.13829919353210104,-0.04022016801532116,-0.04916542315199697,0.4052636020437997,0.4576323157387847,0.035687876371575736,0.03568787637158121,0.5581327089480935,-0.09816200364754718,0.5581327089480955,-0.06296204006887815,-0.06786886840781525,0.5897852102533444,0.37277400874049976,0.3308155737544014,0.02880275752561527,0.2069878033720577,0.24750701615771342,0.2712847328922918,0.028802757525615067,0.2069878033720594,0.24750701615771398,0.43154741760931453,0.41662436511350803,0.016054614907297045,0.06711341945307729,0.1574351600642794,0.15743516006427938,0.41786833872855716,-0.07706409497622557,0.15127035207301318,1.0,0.13157844729282495,0.20727457897120347,0.03832067789679541,0.1954139704454873,0.3504022256405713,0.11201972901768521,0.03563376574135998,-0.11590678118137822,0.08767630878360524,0.034796598884789774,0.09318350237335515,-0.06660607409387724,0.41885799519950956,0.24155993514717872
last_date_of_Revenue_monthday,0.05237255390400356,0.010907336497500024,-0.021676661686456516,0.020697506646675957,-0.1869207118504309,0.31861210978290816,0.31423277165752633,-0.18692071185049342,-0.3045398468738825,-0.18692071185049233,0.018739700702495664,0.22047069349937176,0.2509133425102748,0.03520208347913629,0.035202083479143546,0.37299421503378855,-0.20546266917358263,0.3729942150337955,-0.1351830762303799,-0.14992645163323853,0.29532487032355126,0.3301638835600385,0.3573865618948698,0.3598496094857197,-0.12678520374249141,-0.19796163203235181,0.3603435860213787,0.3598496094857162,-0.12678520374249014,-0.1979616320323548,0.29480882158325494,0.2774492907549107,0.046911512427456635,0.030425615712527755,-0.4669331129761393,-0.46693311297613943,0.48054353796005667,-0.2816147024053082,-0.30409126671422715,0.13157844729282495,1.0,0.250958025447798,-0.05322536816089798,0.7708447830419967,-0.3743871140999065,-0.014810644825334758,-0.3882978783011323,-0.04612898584455825,-0.8263566861988504,-0.8733847143718922,-0.18728821618886052,0.16572318293984986,0.2505180975714261,-0.016726978909260712
last_date_of_Revenue_weekday,0.005726845478147456,4.797781669750658e-05,-0.004157847956978024,-0.07347603090394227,-0.016886802393403816,-0.10088574531175709,-0.10295501489262697,-0.01688680239341178,-0.0236953223165646,-0.01688680239341154,-0.0730591707202762,-0.10083394107895152,-0.06428164527504768,-0.011010344029556179,-0.011010344029554904,-0.1922038585569065,-0.018271164532537607,-0.19220385855690938,-0.011786054227031093,-0.01213596414766278,-0.1643596978599243,-0.17944806337839786,-0.17307651736848648,-0.11349816546649476,-0.0393341752623052,-0.04410308087104562,-0.1637663486208586,-0.11349816546649234,-0.039334175262304545,-0.04410308087104552,-0.18342046013858043,-0.18345631701031206,-0.007873134671246082,0.03759368229673238,-0.0269739596190567,-0.02697395961905669,0.006451855753966997,0.40099102719725555,0.3565087923326891,0.20727457897120347,0.250958025447798,1.0,-0.37665085633709233,-0.27398411430485575,-0.17335786529054859,-0.4670554130981497,0.07399547393123895,-0.20209869076490855,-0.23756852371289747,-0.29026035425220953,0.028753048994746858,-0.11002991060532723,0.027096437015530876,-0.34854498106151943
last_date_of_Revenue_month,0.05227088312078615,0.011053579073152544,-0.019365319934125057,0.4633451085718621,-0.015700684265895434,0.8267507779556934,0.8283069720705112,-0.015700684265965045,0.08620679151319478,-0.01570068426596551,0.459543157997641,0.40693109683037293,-0.358264786570167,0.09035122985217728,0.090351229852182,0.3898008114909213,-0.008743835899316427,0.38980081149093093,-0.16309230617049456,-0.17330115443416044,0.11585246320733297,0.6488173406806506,0.7111199519626117,0.7343481769809547,-0.1548514417244273,-0.16171365322838965,0.7531350429957032,0.7343481769809626,-0.15485144172442647,-0.1617136532283912,0.6019497129166158,0.603288574726753,0.08190434202039115,-0.12563971188742173,-0.025079326062756715,-0.02507932606275671,0.02916571878893303,-0.6070827469162636,-0.6371658270378429,0.03832067789679541,-0.05322536816089798,-0.37665085633709233,1.0,0.3090494505953132,0.3442385543898413,0.9733458839323967,-0.13522263280280886,0.9130430754026028,0.044090176142967785,0.025651438186950107,-0.7940461524929192,0.8524142140405595,-0.017909488786940254,0.12502292498321504
Last_call_date_monthday,0.057085745122930374,0.012863151108152789,-0.02309644758183909,0.07419841323422026,-0.2013762674692699,0.43353394343891316,0.4289282486301083,-0.20137626746933862,-0.35483989418826123,-0.2013762674693357,0.07168022117252874,0.39248245810282684,0.33085601149051896,0.04780455229800709,0.047804552298015175,0.5555732396046849,-0.2215546088704604,0.5555732396046881,-0.14810853755275563,-0.1646321052117419,0.45156031675673086,0.49819179258032814,0.5247158797175725,0.489335727514419,-0.11717877412956429,-0.19501633222645162,0.5221552124898793,0.4893357275144114,-0.1171787741295651,-0.1950163322264527,0.46631321752479943,0.44176803623157257,0.059302742655063204,0.010770874488791136,-0.5136331885093168,-0.5136331885093168,0.605333710294743,-0.43984163689413436,-0.512515795732936,0.1954139704454873,0.7708447830419967,-0.27398411430485575,0.3090494505953132,1.0,0.006323326466749101,0.3906194394369665,-0.5460321562631142,0.1352240385258929,-0.6727556080601788,-0.6527210800393582,-0.28434191048467855,0.29166743782003324,0.379789723033022,0.10608711861623406
Last_call_date_weekday,0.02636285669697471,0.007708694764932161,-0.014460006687622269,0.15314925297273746,0.03660876063381686,0.21870938117441865,0.21163003240242925,0.036608760633771394,-0.21323801207450302,0.036608760633771005,0.15229391975222553,0.32658164570577025,0.13935565243171014,0.02386923466521209,0.02386923466521687,0.4021533895224885,0.039609907979552585,0.4021533895224924,-0.07941930006688451,-0.08762517921302758,0.38645469297109786,0.3537386574613656,0.33904690222788647,0.24605174355306958,0.08527223646948945,0.09561070788925131,0.3249021991328466,0.24605174355307288,0.08527223646948918,0.09561070788925195,0.3862426823007904,0.37223190848562676,0.029397926160976123,0.009087732754143476,0.05847662618615838,0.05847662618615838,0.09186995859938539,-0.16046942290771363,0.04943364673271497,0.3504022256405713,-0.3743871140999065,-0.17335786529054859,0.3442385543898413,0.006323326466749101,1.0,0.32101611180059786,-0.2992658222125168,0.2474636476498678,0.17333540347593226,0.27906849450272186,-0.2340380959483446,0.1748940272803689,0.21320384571520137,0.01764881000148884
Last_call_date_month,0.04668918584169007,0.009571415806625997,-0.0157003841212344,0.43978959273285695,0.005638868048997349,0.752685765672481,0.7560948942763429,0.005638868048935797,0.09245172118166922,0.005638868048935271,0.4363781521557832,0.4654224696846668,-0.21167766055606788,0.08224123148806795,0.08224123148807344,0.5131292655652685,0.012540109820795864,0.5131292655652661,-0.14417845104363045,-0.15345955875392675,0.2699339931400976,0.6969954196548757,0.7389024477084709,0.6938851090108032,-0.07924837356456392,-0.07955253904248955,0.7618485921525381,0.693885109010829,-0.07924837356456442,-0.0795525390424895,0.6698207883231533,0.6656842820442903,0.07507221324804184,-0.11307099209541935,0.009007187714147347,0.00900718771414735,0.11633342559729909,-0.6795443130463865,-0.7167540861456637,0.11201972901768521,-0.014810644825334758,-0.4670554130981497,0.9733458839323967,0.3906194394369665,0.32101611180059786,1.0,-0.06834407961685952,0.8423831131765893,0.01910203147906828,-0.014038689929015937,-0.7113549419196643,0.796790748035697,0.07450979215660143,0.2928257020518769
last_Recharge_date_monthday,-0.06640708694359468,-0.01907990570283658,0.03753105420313277,-0.16679036554415114,0.09169899543717897,-0.42906758869012135,-0.4305648423858841,0.09169899543727339,0.668423084996379,0.09169899543727357,-0.16459560009347154,-0.027530456816457813,-0.011439639107172014,0.16727557432649645,0.16727557432648632,-0.1260017647494369,0.11683514932433223,-0.1260017647494374,0.1835445176471342,0.20230733709959303,-0.025961039285463606,-0.29076090089741935,-0.3479450856640271,-0.4270327590806646,0.26124955762730123,0.2773352704947155,-0.37471298471787257,-0.42703275908066446,0.26124955762730345,0.277335270494715,-0.2290973109789369,-0.22383837968228007,-0.06388842269397864,-0.02320257753577964,0.409804141907394,0.4098041419073939,-0.3135253687715453,0.09807779456169342,0.022989808674662857,0.03563376574135998,-0.3882978783011323,0.07399547393123895,-0.13522263280280886,-0.5460321562631142,-0.2992658222125168,-0.06834407961685952,1.0,-0.08612170758221989,0.5533209386974711,0.39932048067921566,0.2605846852832494,-0.22998118705126946,-0.12071928814567695,0.4979459320415727
last_Recharge_date_weekday,0.0515796313520271,0.00963701609458095,-0.018108127413678787,0.4650497010922818,-0.05265385514601879,0.8853383519157526,0.8860065058271337,-0.05265385514608728,0.06737295480326862,-0.05265385514608705,0.4608795145774211,0.22469578746869237,-0.5364020836746987,0.031305732024291114,0.03130573202429664,0.28616021205035325,-0.04083211977514553,0.2861602120503599,-0.16645475128612883,-0.17536608954450664,-0.013035482207521275,0.6277740433744603,0.6961415990232523,0.7450773878505467,-0.11905545839875291,-0.1555412705592912,0.7523849178463313,0.7450773878505577,-0.11905545839875446,-0.15554127055929232,0.5620330570362397,0.576318304827303,0.08354747795517979,-0.14930248210629496,0.07669511045264549,0.07669511045264547,-0.08764322188794463,-0.5655794121063396,-0.49913871289319167,-0.11590678118137822,-0.04612898584455825,-0.20209869076490855,0.9130430754026028,0.1352240385258929,0.2474636476498678,0.8423831131765893,-0.08612170758221989,1.0,0.032054593697908966,0.0022278829093177657,-0.9082068697042466,0.8626009306971887,-0.26172858192239656,-0.038570206017363245
last_Recharge_date_month,-0.04797915140030703,-0.00978748071928769,0.016705012648662903,-0.24016924517126653,-0.05576817497615434,-0.3331722469456014,-0.3400059497017716,-0.0557681749760878,0.5857160116202939,-0.0557681749760875,-0.23881214446926902,-0.19878580489920186,-0.19521096650674127,0.21045626745395996,0.21045626745395662,-0.30058513478769305,-0.060339990776760846,-0.3005851347876856,0.12376712362681856,0.1385693669821641,-0.23309113245368412,-0.3056353987034219,-0.33627196934389886,-0.374824398588935,0.171391923274272,0.25063005267086075,-0.3448173469746101,-0.3748243985889338,0.171391923274272,0.25063005267085875,-0.2527278190735208,-0.22322681662960675,-0.0438672139341602,-0.024038200134937092,0.5155914151857444,0.5155914151857443,-0.4740213273219463,0.23352784552095898,0.36719027168787804,0.08767630878360524,-0.8263566861988504,-0.23756852371289747,0.044090176142967785,-0.6727556080601788,0.17333540347593226,0.01910203147906828,0.5533209386974711,0.032054593697908966,1.0,0.9749109048920589,0.20223638398576876,-0.22147148975821548,-0.2679824677380509,0.130189184768503
last_Recharge_date_year,-0.04700633550630207,-0.008956117590449678,0.015556684286193785,-0.24699114188810145,-0.057203355400283665,-0.34174635371678624,-0.34875592015190904,-0.05720335540022,0.4293435041915416,-0.05720335540021901,-0.2455940638186971,-0.2584468932548004,-0.20136746430201458,0.1995001217898293,0.19950012178982662,-0.34096360700035977,-0.061892825768980295,-0.34096360700035744,0.12160134923095434,0.13550239431375954,-0.26224576031379376,-0.332537574748743,-0.36053457855192383,-0.38447041335580107,0.15581701582986124,0.23079351341865567,-0.36669351173131753,-0.3844704133558038,0.15581701582986465,0.23079351341865842,-0.287593279556944,-0.2591014523683892,-0.044081113425457875,-0.01859576739307692,0.48875023475291357,0.48875023475291374,-0.4579361502785144,0.3076208666463694,0.42317520721683055,0.034796598884789774,-0.8733847143718922,-0.29026035425220953,0.025651438186950107,-0.6527210800393582,0.27906849450272186,-0.014038689929015937,0.39932048067921566,0.0022278829093177657,0.9749109048920589,1.0,0.21906120658718578,-0.2549766505849872,-0.27487893139088937,0.017230560813159372
activation_date_monthday,-0.06092309997023453,-0.011468598921085255,0.023446957084127803,-0.48765473702566386,0.04908360328299158,-0.9231439475972584,-0.9200228349394819,0.049083603283072465,0.06887341801930268,0.049083603283072805,-0.4833407003339982,-0.20628723471348878,0.5441536514498954,0.03200294204708597,0.032002942047079305,-0.31464144514692266,0.05446701576087107,-0.31464144514692044,0.18974286313598868,0.20126241654042334,-0.01705209242852446,-0.6499642816295595,-0.6974185633057087,-0.856323905637121,0.11432970014471734,0.12819112077016354,-0.7601499857763441,-0.8563239056371338,0.11432970014471425,0.12819112077016365,-0.5908061112012613,-0.6021801080437886,-0.08900999856416929,0.14268052362967296,0.07840318741646023,0.07840318741646023,0.047524526511558994,0.53292274189243,0.40148591553714724,0.09318350237335515,-0.18728821618886052,0.028753048994746858,-0.7940461524929192,-0.28434191048467855,-0.2340380959483446,-0.7113549419196643,0.2605846852832494,-0.9082068697042466,0.20223638398576876,0.21906120658718578,1.0,-0.8680501284106148,0.27330645124390257,0.16775715259635407
activation_date_weekday,0.06086690660758057,0.012340957603448456,-0.02321078391753426,0.635768895236673,0.14756297599344648,0.8802491425448092,0.8880686699031566,0.1475629759933568,-0.04922285946517471,0.14756297599335622,0.6321757955989489,0.33598032632128105,-0.48548548762441684,-0.02287205084571959,-0.022872050845712536,0.33333643746884317,0.11086063857233647,0.33333643746884273,-0.18315830008818618,-0.19641424585856762,0.05501694129637767,0.6793587797539659,0.724073559064255,0.8135746925162972,-0.08170982252313538,-0.0916163841408955,0.7743541302851943,0.8135746925162952,-0.0817098225231344,-0.09161638414089733,0.6225481201312212,0.61622729787323,0.08707198083933819,-0.1297258934768952,-0.05603365110673919,-0.05603365110673916,-0.12484135924992874,-0.5907809051606384,-0.6389045018013293,-0.06660607409387724,0.16572318293984986,-0.11002991060532723,0.8524142140405595,0.29166743782003324,0.1748940272803689,0.796790748035697,-0.22998118705126946,0.8626009306971887,-0.22147148975821548,-0.2549766505849872,-0.8680501284106148,1.0,-0.06517823210598046,0.09084793238970251
activation_date_month,0.030545488951936203,0.00916989737656702,-0.014633176829239128,-0.08534061160000077,-0.018771580869310824,-0.11119651725345928,-0.1221824604393593,-0.018771580869352374,-0.11801748363178813,-0.018771580869352645,-0.08484835403049573,0.5174495987174761,0.8058578770246311,-0.054838380289942174,-0.054838380289936865,0.4452340661278414,-0.020310455147718773,0.44523406612784466,-0.06073832996549174,-0.07265331546732123,0.5402311373005574,0.14939212369592922,0.204046021904033,-0.18054170312914672,-0.19590872507118798,-0.21966084931335242,0.14819746808795362,-0.180541703129149,-0.195908725071188,-0.2196608493133488,0.21882098937054764,0.1844907565390668,0.011633278973417054,0.12941086904501842,-0.13434714224592453,-0.1343471422459245,0.5893113669249477,-0.17893203395551432,-0.4147307286790258,0.41885799519950956,0.2505180975714261,0.027096437015530876,-0.017909488786940254,0.379789723033022,0.21320384571520137,0.07450979215660143,-0.12071928814567695,-0.26172858192239656,-0.2679824677380509,-0.27487893139088937,0.27330645124390257,-0.06517823210598046,1.0,0.3770749998659487
activation_date_year,-0.020824582155952367,-0.005782756497278525,0.014759040504383699,0.028485365365513247,0.14243455566285682,-0.163944641657661,-0.1633283635237232,0.14243455566288526,0.25941801676207815,0.14243455566288443,0.029628474731546922,0.398880141647174,0.3577282066011862,0.12054200292598936,0.12054200292598544,0.5471236622870455,0.1586472858944204,0.547123662287037,0.06452193915208541,0.06684672124669923,0.6390302376102457,0.30269848517180864,0.19401121637955623,0.005052743464408986,0.4306332533145653,0.4828435595774243,0.12989960374997214,0.005052743464409041,0.4306332533145619,0.48284355957742753,0.3986253130161246,0.3715907909981007,-0.019108773906244058,0.011772446793710619,0.29531276321590444,0.29531276321590444,-0.10905263661321173,-0.4734255728556361,-0.5246372487940796,0.24155993514717872,-0.016726978909260712,-0.34854498106151943,0.12502292498321504,0.10608711861623406,0.01764881000148884,0.2928257020518769,0.4979459320415727,-0.038570206017363245,0.130189184768503,0.017230560813159372,0.16775715259635407,0.09084793238970251,0.3770749998659487,1.0
